MCC,MNC,LAC,CI,Timestamp,Latitude,Longitude,HorizontalAccuracy,Altitude,VerticalAccuracy,Speed,Course,Confidence
310,410,7984,159978083,362164336.219052,38.9048634166667,-77.0483737833333,1500.0,52.0303230285645,70.2810013757997,0.0,-1.0,90
310,410,7999,158339623,363458080.349555,38.8917478666667,-77.0234627166667,1500.0,78.0452728271484,228.343673256242,0.0,-1.0,90
310,410,7999,158339573,363458350.350583,38.8908919333333,-77.02163135,1500.0,48.0463333129883,113.17575656752,0.0,-1.0,90
310,410,7980,159936144,363631632.910419,38.8287627666667,-77.0859360666667,1500.0,34.0459098815918,228.343673256242,0.0,-1.0,90
