ROWID,MinimumLatitude,MaximumLatitude,MinimumLongitude,MaximumLongitude
1,-8.98315283848206e-06,8.98315283848206e-06,-8.98315283848206e-06,8.98315283848206e-06
18,38.8630256652832,38.8884315490723,-77.1314315795898,-77.0988006591797
69,38.8656158447266,38.8910179138184,-77.1277313232422,-77.095100402832
68,38.8671188354492,38.892520904541,-77.1288528442383,-77.0962219238281
63,38.8671188354492,38.892520904541,-77.1293182373047,-77.0966873168945
6,38.8637390136719,38.8891410827637,-77.1322250366211,-77.0995941162109
21,38.8624954223633,38.8899307250977,-77.1317291259766,-77.0964889526367
26,38.8615493774414,38.8890762329102,-77.1324615478516,-77.0971069335937
47,38.8592643737793,38.8895568847656,-77.1371612548828,-77.0982513427734
49,38.8592643737793,38.8895568847656,-77.1335678100586,-77.0946578979492
15,38.8632583618164,38.8941268920898,-77.1368560791016,-77.0972061157227
24,38.8601493835449,38.8919296264648,-77.138786315918,-77.0979614257812
64,38.8592758178711,38.8928527832031,-77.1419677734375,-77.0988311767578
27,38.8581008911133,38.8922348022461,-77.1371078491211,-77.09326171875
39,38.8622055053711,38.8974342346191,-77.1402206420898,-77.0949630737305
32,38.8590049743652,38.8945045471191,-77.1421203613281,-77.0965194702148
65,38.8626976013184,38.8988990783691,-77.1397552490234,-77.0932540893555
7,38.8585548400879,38.8955993652344,-77.1387252807617,-77.0911407470703
60,38.8620071411133,38.8992691040039,-77.1394348144531,-77.0915679931641
40,38.8562850952148,38.8943405151367,-77.1378479003906,-77.0889739990234
52,38.8610382080078,38.8995018005371,-77.1392669677734,-77.0898513793945
22,38.8583717346191,38.8968887329102,-77.1432113647461,-77.0937347412109
28,38.8577880859375,38.8967018127441,-77.1441116333008,-77.094123840332
29,38.8585548400879,38.8975791931152,-77.1382293701172,-77.0880966186523
62,38.860912322998,38.9000053405762,-77.1430206298828,-77.0927963256836
67,38.8612937927246,38.9005508422852,-77.1423110961914,-77.0918884277344
59,38.8565864562988,38.896614074707,-77.146110534668,-77.0946884155273
11,38.8576889038086,38.8979873657227,-77.1403503417969,-77.0885848999023
13,38.8562202453613,38.8965530395508,-77.1403121948242,-77.088508605957
35,38.857551574707,38.8982276916504,-77.1388244628906,-77.0865707397461
20,38.8582305908203,38.8994064331055,-77.141357421875,-77.0884628295898
70,38.8524513244629,38.8947257995605,-77.1416015625,-77.0873031616211
10,38.8563232421875,38.8993339538574,-77.1452026367188,-77.0899505615234
38,38.8534240722656,38.8964538574219,-77.1457901000977,-77.0905151367187
12,38.8540725708008,38.8978385925293,-77.1431198120117,-77.0868988037109
50,38.8513870239258,38.8966636657715,-77.1456298828125,-77.0874710083008
55,38.8516120910645,38.8972091674805,-77.1430969238281,-77.0845260620117
124,-8.98315283848206e-06,8.98315283848206e-06,-8.98315283848206e-06,8.98315283848206e-06
125,-8.98315283848206e-06,8.98315283848206e-06,-8.98315283848206e-06,8.98315283848206e-06
370,-8.98315283848206e-06,8.98315283848206e-06,-8.98315283848206e-06,8.98315283848206e-06
120,37.524585723877,40.2013854980469,-78.9321441650391,-75.4947967529297
119,37.5100059509277,40.1868057250977,-78.9264907836914,-75.4898529052734
241,37.524169921875,40.2009696960449,-78.9264068603516,-75.4890823364258
363,37.5241317749023,40.2009315490723,-78.9263458251953,-75.4890213012695
486,37.524242401123,40.201042175293,-78.9262313842773,-75.488899230957
485,37.5098304748535,40.1866302490234,-78.9261322021484,-75.489501953125
365,37.5097503662109,40.1865501403809,-78.9261245727539,-75.4894943237305
243,37.5100326538086,40.1868324279785,-78.9257659912109,-75.489128112793
480,37.4440612792969,40.1208610534668,-78.8812942504883,-75.4478302001953
488,37.410945892334,40.0877456665039,-78.8754501342773,-75.4435806274414
474,37.4756355285645,40.1524353027344,-78.8554077148438,-75.4204254150391
596,37.4756355285645,40.1524353027344,-78.8554077148438,-75.4204254150391
361,37.4753913879395,40.1521911621094,-78.8553466796875,-75.4203796386719
239,37.4752044677734,40.1520042419434,-78.8550796508789,-75.4201202392578
114,37.4748153686523,40.1516151428223,-78.8547439575195,-75.4197998046875
478,37.5564498901367,40.2332496643066,-78.8276672363281,-75.3887786865234
600,37.5564498901367,40.2332496643066,-78.8276672363281,-75.3887786865234
104,37.557071685791,40.2338714599609,-78.8275756835937,-75.3886642456055
228,37.5567245483398,40.2335243225098,-78.8273696899414,-75.3884658813477
350,37.556510925293,40.2333106994629,-78.8273239135742,-75.3884353637695
475,37.5410041809082,40.2178039550781,-78.8252639770508,-75.3871307373047
597,37.5410041809082,40.2178039550781,-78.8252639770508,-75.3871307373047
349,37.5410614013672,40.2178611755371,-78.8252334594727,-75.387092590332
227,37.5412445068359,40.2180442810059,-78.8250885009766,-75.3869400024414
103,37.539981842041,40.2167816162109,-78.8245315551758,-75.3864440917969
109,37.4892044067383,40.1660041809082,-78.8219375610352,-75.3862991333008
233,37.491138458252,40.1679382324219,-78.8179473876953,-75.3822174072266
354,37.4915046691895,40.1683044433594,-78.8178787231445,-75.3821334838867
472,37.4917335510254,40.1685333251953,-78.8176574707031,-75.3818969726563
594,37.4917335510254,40.1685333251953,-78.8176574707031,-75.3818969726563
602,37.4440612792969,40.1208610534668,-78.8812942504883,-75.4478302001953
607,37.5098304748535,40.1866302490234,-78.9261322021484,-75.489501953125
608,37.524242401123,40.201042175293,-78.9262313842773,-75.488899230957
610,37.410945892334,40.0877456665039,-78.8754501342773,-75.4435806274414
23,38.8662338256836,38.8916358947754,-77.1309661865234,-77.0983352661133
25,38.8663368225098,38.8917427062988,-77.1309127807617,-77.0982818603516
43,38.8664741516113,38.8918762207031,-77.1296615600586,-77.0970230102539
30,38.8667411804199,38.8921432495117,-77.1309432983398,-77.0983123779297
31,38.8668632507324,38.8922691345215,-77.1311645507813,-77.0985260009766
85,38.8668937683105,38.8927459716797,-77.1370010375977,-77.1037902832031
41,38.8671188354492,38.892520904541,-77.1340026855469,-77.1013641357422
37,38.8671188354492,38.892520904541,-77.131103515625,-77.0984649658203
34,38.8671188354492,38.892520904541,-77.1317291259766,-77.0990905761719
54,38.8671188354492,38.892520904541,-77.1297302246094,-77.0970916748047
84,38.8671188354492,38.892520904541,-77.13671875,-77.1040802001953
89,38.8671188354492,38.892520904541,-77.1279296875,-77.0952911376953
48,38.8671188354492,38.892520904541,-77.1301803588867,-77.0975494384766
36,38.8671188354492,38.892520904541,-77.1312255859375,-77.0985946655273
33,38.8671188354492,38.892520904541,-77.1322250366211,-77.0995941162109
71,38.8671188354492,38.892520904541,-77.1286315917969,-77.0960006713867
46,38.8671340942383,38.8925399780273,-77.1343460083008,-77.1017150878906
126,38.8668403625488,38.8922462463379,-77.1305618286133,-77.0979309082031
127,38.8671188354492,38.892520904541,-77.1301803588867,-77.0975494384766
128,38.866527557373,38.8919334411621,-77.1309661865234,-77.0983276367187
129,38.8672828674316,38.8926887512207,-77.1305541992188,-77.0979156494141
134,38.8664741516113,38.8918762207031,-77.1296615600586,-77.0970230102539
135,38.8671188354492,38.892520904541,-77.1317291259766,-77.0990905761719
138,38.8671188354492,38.892520904541,-77.1322250366211,-77.0995941162109
140,38.8671188354492,38.892520904541,-77.1288528442383,-77.0962219238281
174,38.8670883178711,38.8924942016602,-77.1337432861328,-77.1011047363281
189,38.8671264648437,38.8925323486328,-77.1343154907227,-77.1016845703125
249,38.8671188354492,38.892520904541,-77.130729675293,-77.0980911254883
252,38.8671188354492,38.892520904541,-77.1317291259766,-77.0990905761719
256,38.8664741516113,38.8918762207031,-77.1296615600586,-77.0970230102539
257,38.8671188354492,38.892520904541,-77.1322250366211,-77.0995941162109
279,38.8671188354492,38.892520904541,-77.1338424682617,-77.1012115478516
299,38.8671188354492,38.892520904541,-77.1342315673828,-77.1016006469727
291,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
290,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
289,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
288,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
287,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
286,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
285,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
276,38.8656311035156,38.8910369873047,-77.1333694458008,-77.1007385253906
272,38.8648452758789,38.8902473449707,-77.1311721801758,-77.0985412597656
4,38.8646469116211,38.8900489807129,-77.1318206787109,-77.0991897583008
92,38.8671188354492,38.892520904541,-77.1278228759766,-77.0951919555664
95,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
96,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
97,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
98,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
99,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
100,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
101,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
102,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
139,38.8655586242676,38.8909606933594,-77.1311416625977,-77.0985107421875
145,38.8656845092773,38.8910865783691,-77.1318817138672,-77.099250793457
155,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
156,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
157,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
158,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
159,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
160,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
161,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
162,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
163,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
164,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
165,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
166,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
167,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
175,38.8656158447266,38.8910179138184,-77.1277313232422,-77.095100402832
260,38.8661155700684,38.8915214538574,-77.1297302246094,-77.0970993041992
14,38.8660049438477,38.8914070129395,-77.1317138671875,-77.0990753173828
261,38.8656845092773,38.8910865783691,-77.1318740844727,-77.099235534668
253,38.8649520874023,38.8924942016602,-77.1322402954102,-77.0968627929687
292,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
293,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
294,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
295,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
296,38.8671188354492,38.892520904541,-77.1277313232422,-77.095100402832
304,38.8656158447266,38.8910179138184,-77.1277313232422,-77.095100402832
191,38.8575401306152,38.8957901000977,-77.1377792358398,-77.0886459350586
152,38.857551574707,38.8982276916504,-77.1388244628906,-77.0865707397461
275,38.857551574707,38.8982276916504,-77.1388244628906,-77.0865707397461
149,38.8587760925293,38.8967018127441,-77.1392288208008,-77.0905151367187
267,38.8587760925293,38.8967018127441,-77.1392288208008,-77.0905151367187
264,38.8590354919434,38.8976821899414,-77.137939453125,-77.0882949829102
144,38.8590354919434,38.8976821899414,-77.137939453125,-77.0882949829102
258,38.8597373962402,38.8977355957031,-77.1379776000977,-77.0891647338867
136,38.8597373962402,38.8977355957031,-77.1379776000977,-77.0891647338867
251,38.8597755432129,38.8980598449707,-77.1387023925781,-77.0895233154297
130,38.8597755432129,38.8980598449707,-77.1387023925781,-77.0895233154297
178,38.8600234985352,38.8986663818359,-77.1357650756836,-77.0861206054687
306,38.8600234985352,38.8986663818359,-77.1357650756836,-77.0861206054687
183,38.8605270385742,38.8932075500488,-77.1351852416992,-77.0932006835937
254,38.8610382080078,38.8995018005371,-77.1392669677734,-77.0898513793945
131,38.8610382080078,38.8995018005371,-77.1392669677734,-77.0898513793945
83,38.8611106872559,38.9002227783203,-77.1380767822266,-77.0878295898438
297,38.8607788085937,38.8973579406738,-77.1349105834961,-77.0879211425781
168,38.8607788085937,38.8973579406738,-77.1349105834961,-77.0879211425781
76,38.8607788085937,38.8973579406738,-77.1349105834961,-77.0879211425781
271,38.8453178405762,38.9098167419434,-77.1559829711914,-77.0731353759766
9,38.8453178405762,38.9098167419434,-77.1559829711914,-77.0731353759766
151,38.8453178405762,38.9098167419434,-77.1559829711914,-77.0731353759766
91,38.8455467224121,38.9014739990234,-77.1489791870117,-77.0771408081055
301,38.8493576049805,38.9148788452148,-77.1558227539062,-77.071647644043
179,38.8493576049805,38.9148788452148,-77.1558227539062,-77.071647644043
220,38.8493804931641,38.9048080444336,-77.1532821655273,-77.0820846557617
8,38.8493804931641,38.9048080444336,-77.1532821655273,-77.0820846557617
53,38.8499412536621,38.9018630981445,-77.1455459594727,-77.0788497924805
56,38.8507423400879,38.9043884277344,-77.1548538208008,-77.0859451293945
17,38.8516693115234,38.9060707092285,-77.1506118774414,-77.0807266235352
79,38.8519248962402,38.8954238891602,-77.1413955688477,-77.0855255126953
44,38.8521461486816,38.8989105224609,-77.1491546630859,-77.0890808105469
78,38.8527908325195,38.909423828125,-77.1542053222656,-77.0814590454102
300,38.8529777526855,38.9009323120117,-77.1465759277344,-77.0849838256836
3,38.8529777526855,38.9009323120117,-77.1465759277344,-77.0849838256836
187,38.8529777526855,38.9009323120117,-77.1465759277344,-77.0849838256836
133,38.8533973693848,38.904239654541,-77.1465682983398,-77.0812530517578
284,38.8537673950195,38.900463104248,-77.1436538696289,-77.0836715698242
77,38.853889465332,38.8991088867187,-77.1399841308594,-77.081901550293
90,38.8544921875,38.9078521728516,-77.1479339599609,-77.0793914794922
146,38.8544921875,38.9078521728516,-77.1479339599609,-77.0793914794922
58,38.8546371459961,38.9065933227539,-77.1498107910156,-77.0830612182617
270,38.8548698425293,38.9065399169922,-77.1496200561523,-77.0832443237305
263,38.8552474975586,38.9027519226074,-77.1468276977539,-77.085807800293
19,38.8552474975586,38.9027519226074,-77.1468276977539,-77.085807800293
148,38.8552474975586,38.9027519226074,-77.1468276977539,-77.085807800293
94,38.8553504943848,38.9042892456055,-77.1428527832031,-77.0799789428711
176,38.8557586669922,38.9076652526855,-77.149284362793,-77.0826034545898
195,38.855785369873,38.9012756347656,-77.139778137207,-77.0813446044922
268,38.8559646606445,38.9065208435059,-77.146728515625,-77.0817794799805
199,38.8562202453613,38.8965530395508,-77.1403121948242,-77.088508605957
312,38.8562202453613,38.8965530395508,-77.1403121948242,-77.088508605957
219,38.8567352294922,38.8980941772461,-77.1445693969727,-77.091438293457
226,38.8577575683594,38.9036254882812,-77.1484146118164,-77.0894927978516
93,38.8576354980469,38.9000015258789,-77.1486053466797,-77.0941848754883
274,38.8566551208496,38.8992538452148,-77.1437301635742,-77.0890121459961
57,38.8533134460449,38.8965606689453,-77.1470489501953,-77.0914993286133
210,38.8536567687988,38.9004936218262,-77.1473541259766,-77.0871887207031
323,38.8567352294922,38.8980941772461,-77.1445693969727,-77.091438293457
324,38.8493804931641,38.9048080444336,-77.1532821655273,-77.0820846557617
330,38.8577575683594,38.9036254882812,-77.1484146118164,-77.0894927978516
334,38.8557662963867,38.8997116088867,-77.1470108032227,-77.0905609130859
337,38.8509864807129,38.9050483703613,-77.1537704467773,-77.0843276977539
345,38.8570823669434,38.9025573730469,-77.1488189697266,-77.0904083251953
348,38.8499412536621,38.9018630981445,-77.1455459594727,-77.0788497924805
111,37.5917091369629,40.2685089111328,-78.8152008056641,-75.3746109008789
235,37.594856262207,40.271656036377,-78.8137512207031,-75.3730010986328
117,37.6020431518555,40.2788429260254,-78.7561950683594,-75.3151016235352
242,37.6023406982422,40.2791404724121,-78.7565841674805,-75.3154754638672
121,37.6270790100098,40.3038787841797,-78.835563659668,-75.3932495117187
73,38.8284072875977,38.9278526306152,-77.1750030517578,-77.0472640991211
132,38.8353042602539,38.9248695373535,-77.1724700927734,-77.0574188232422
45,38.8353042602539,38.9248695373535,-77.1724700927734,-77.0574188232422
66,38.8375587463379,38.9112014770508,-77.1604156494141,-77.0658264160156
216,38.8397369384766,38.9230842590332,-77.1638946533203,-77.0568237304687
82,38.8399085998535,38.9229125976562,-77.1694869995117,-77.062858581543
137,38.8405151367187,38.9185256958008,-77.165771484375,-77.0655670166016
5,38.8420867919922,38.9132690429687,-77.1611862182617,-77.0697479248047
205,38.8428230285645,38.9228248596191,-77.1651229858398,-77.0623474121094
154,38.8431396484375,38.9134941101074,-77.1571044921875,-77.0667266845703
61,38.8431396484375,38.9134941101074,-77.1571044921875,-77.0667266845703
153,38.8442230224609,38.9181747436523,-77.1634521484375,-77.0684585571289
72,38.8442230224609,38.9181747436523,-77.1634521484375,-77.0684585571289
196,38.8466949462891,38.918327331543,-77.1593017578125,-77.0672836303711
51,38.8467979431152,38.9048500061035,-77.1571273803711,-77.0825576782227
245,37.6273193359375,40.3041191101074,-78.8351745605469,-75.3928527832031
247,37.604076385498,40.280876159668,-78.7353057861328,-75.2941131591797
250,38.8353042602539,38.9248695373535,-77.1724700927734,-77.0574188232422
255,38.8146095275879,38.9460868835449,-77.1995697021484,-77.0306701660156
259,38.8344688415527,38.9225921630859,-77.1719970703125,-77.0587921142578
273,38.8442230224609,38.9181747436523,-77.1634521484375,-77.0684585571289
282,38.8431396484375,38.9134941101074,-77.1571044921875,-77.0667266845703
307,38.7881927490234,38.967098236084,-77.2323303222656,-77.0025177001953
315,38.8466949462891,38.918327331543,-77.1593017578125,-77.0672836303711
326,38.8428230285645,38.9228248596191,-77.1651229858398,-77.0623474121094
333,38.8066024780273,38.9512329101562,-77.2028427124023,-77.0170593261719
341,38.8397369384766,38.9230842590332,-77.1638946533203,-77.0568237304687
357,37.5948944091797,40.2716941833496,-78.8138122558594,-75.3730621337891
364,37.6023292541504,40.2791290283203,-78.7566299438477,-75.3155212402344
367,37.6277046203613,40.3045043945312,-78.8350677490234,-75.3927307128906
369,37.6036834716797,40.2804832458496,-78.735481262207,-75.294303894043
405,38.8274917602539,38.8796310424805,-77.1087188720703,-77.0417633056641
413,38.8237190246582,38.8818397521973,-77.119987487793,-77.0453567504883
411,38.824348449707,38.8842124938965,-77.1139221191406,-77.0370483398437
408,38.8238182067871,38.8840065002441,-77.1196670532227,-77.0423736572266
386,38.8189163208008,38.8810615539551,-77.1194458007812,-77.0396499633789
409,38.816722869873,38.8801612854004,-77.1210784912109,-77.0396194458008
389,38.8191032409668,38.8840522766113,-77.1225738525391,-77.039176940918
400,38.8076400756836,38.9009208679199,-77.1376190185547,-77.0178375244141
395,38.7936744689941,38.9082794189453,-77.1484680175781,-77.0013046264648
491,37.5948371887207,40.2716369628906,-78.8137512207031,-75.3730087280273
613,37.5948371887207,40.2716369628906,-78.8137512207031,-75.3730087280273
329,38.8658866882324,38.8912925720215,-77.1265335083008,-77.0939025878906
327,38.8691101074219,38.8945159912109,-77.1275787353516,-77.0949478149414
321,38.8667068481445,38.8921127319336,-77.1267013549805,-77.0940704345703
314,38.8677597045898,38.8931655883789,-77.1270904541016,-77.0944595336914
217,38.869701385498,38.8951072692871,-77.1277313232422,-77.095100402832
215,38.8696937561035,38.8950996398926,-77.1278762817383,-77.0952453613281
211,38.8667449951172,38.8921508789062,-77.1261901855469,-77.0935592651367
190,38.8687973022461,38.8942031860352,-77.1277313232422,-77.095100402832
180,38.8654365539551,38.8908424377441,-77.1333923339844,-77.1007614135742
16,38.8660125732422,38.8914184570312,-77.1333847045898,-77.1007537841797
2,38.8645286560059,38.8899345397949,-77.1324157714844,-77.0997848510742
319,38.8688697814941,38.8942718505859,-77.1277313232422,-77.095100402832
318,38.8637390136719,38.8891410827637,-77.1322250366211,-77.0995941162109
214,38.869701385498,38.8951034545898,-77.1278915405273,-77.0952606201172
213,38.8669090270996,38.8923110961914,-77.1260757446289,-77.0934448242187
204,38.8658981323242,38.891300201416,-77.1265258789062,-77.0938949584961
